train_loss,train_mse_loss,train_kld_loss,val_loss,val_mse_loss,val_kld_loss,test_loss,test_mse_loss,test_kld_loss
10025.29601663296,8048.014148256707,1977.2818686762428,6167.849570584433,4258.331896682726,1909.5176779007345,5870.829380580357,3896.23669417595,1974.5926847245405
7749.099593575606,5699.567741598723,2049.531852526863,5951.363241659628,3966.3662699231545,1984.9969765353069,5870.829380580357,3896.23669417595,1974.5926847245405
7405.895001631938,5319.670425955644,2086.2245721514296,5867.071072315213,3892.5667033777386,1974.504365538301,5870.829380580357,3896.23669417595,1974.5926847245405
10697.743286057816,8650.263418384735,2047.4798745978155,6824.123746704801,5084.326433811297,1739.7973089944526,5029.81461151243,2943.088091409066,2086.7265245030153
7954.211195390097,6015.738096157108,1938.4731012329128,6353.5427248093265,4264.673683560158,2088.869044248439,5029.81461151243,2943.088091409066,2086.7265245030153
7297.728004144641,5323.181768720081,1974.5462372994878,6718.698272980011,4432.795274989123,2285.903001390062,5029.81461151243,2943.088091409066,2086.7265245030153
6919.877745494573,4930.729068403773,1989.1486789157295,5518.442178062295,3513.458432309262,2004.9837442533976,5029.81461151243,2943.088091409066,2086.7265245030153
6714.440134798824,4707.855373753648,2006.5847603702018,5453.9688163838555,3421.0862212309967,2032.8825930533694,5029.81461151243,2943.088091409066,2086.7265245030153
6673.580887093935,4627.693690712276,2045.8871955566906,5313.2560741227735,3289.054952035665,2024.2011168883728,5029.81461151243,2943.088091409066,2086.7265245030153
6586.955791897592,4535.81193072186,2051.143861925702,5381.669682333257,3390.9907240559096,1990.6789543782952,5029.81461151243,2943.088091409066,2086.7265245030153
6512.333967375653,4460.608535982218,2051.72542864354,5244.060973571228,3218.3327546740634,2025.7282190971155,5029.81461151243,2943.088091409066,2086.7265245030153
6443.260837483841,4390.958286551797,2052.3025504570624,5309.454958154177,3278.059486932778,2031.3954644230523,5029.81461151243,2943.088091409066,2086.7265245030153
6447.579018665683,4378.579181909415,2068.9998363312848,5304.339323476531,3249.3720543163904,2054.967272459338,5029.81461151243,2943.088091409066,2086.7265245030153
6404.704866533125,4336.895070279301,2067.8097979037607,5286.24402705262,3270.2195698006244,2016.0244515533823,5029.81461151243,2943.088091409066,2086.7265245030153
6360.7694571528455,4287.64815261094,2073.1213032419555,5218.57476821637,3165.9190180947994,2052.6557470223242,5029.81461151243,2943.088091409066,2086.7265245030153
6333.07240911949,4255.34078281394,2077.731627630499,5222.9447718314905,3174.2532348132936,2048.691532619267,5029.81461151243,2943.088091409066,2086.7265245030153
6334.29619062628,4251.925867546686,2082.37032082968,5194.719556603834,3143.7141789116886,2051.0053776921454,5029.81461151243,2943.088091409066,2086.7265245030153
6344.384648229508,4257.814087789029,2086.570558265563,5179.890289481598,3133.3019517653306,2046.5883422151733,5029.81461151243,2943.088091409066,2086.7265245030153
