train_loss,train_mse_loss,train_kld_loss,val_loss,val_mse_loss,val_kld_loss,test_loss,test_mse_loss,test_kld_loss
6276.214829450549,4194.876529491267,2081.338302584181,5249.018603075732,3163.6718052169713,2085.346799158445,5029.81461151243,2943.088091409066,2086.7265245030153
6269.453292493568,4184.613603987606,2084.839687056017,5146.118535972051,3072.1619650101097,2073.956558165054,5029.81461151243,2943.088091409066,2086.7265245030153
6238.377884289243,4155.84071691647,2082.5371677977564,5147.36470090474,3121.77431348696,2025.590390617002,5029.81461151243,2943.088091409066,2086.7265245030153
6246.87101015321,4155.898827685017,2090.9721768184104,5103.213645241477,3039.514100970644,2063.6995374724866,5029.81461151243,2943.088091409066,2086.7265245030153
6304.69184453317,4195.0342343854,2109.6576127226713,5179.755339101531,3124.474269457668,2055.2810740427926,5029.81461151243,2943.088091409066,2086.7265245030153
6241.569212042257,4142.937981731501,2098.6312300357667,5139.540694902999,3043.0484180247363,2096.4922771781903,5029.81461151243,2943.088091409066,2086.7265245030153
6201.910911820986,4113.4923996918515,2088.418510004216,5113.876438450169,3078.4561378672706,2035.4202991832387,5029.81461151243,2943.088091409066,2086.7265245030153
6211.026348988199,4114.98507317319,2096.041278414909,5093.844648181563,3039.8964093932354,2053.9482395881323,5029.81461151243,2943.088091409066,2086.7265245030153
6213.701797450978,4120.319512830707,2093.3822869451815,5078.031778671427,3011.8479295835255,2066.183842989385,5029.81461151243,2943.088091409066,2086.7265245030153
6174.097861542116,4081.4399727550463,2092.6578888870667,5103.222077990633,3023.7188857669817,2079.503191023943,5029.81461151243,2943.088091409066,2086.7265245030153
6174.1858393637685,4076.6195364597997,2097.5663055538666,5101.514573655687,3036.670204206337,2064.844366949958,5029.81461151243,2943.088091409066,2086.7265245030153
6167.869455812896,4068.5525978802416,2099.316855032767,5059.97645612587,2988.2576265452244,2071.718829380695,5029.81461151243,2943.088091409066,2086.7265245030153
6271.8186071654845,4148.498087573437,2123.3205182171005,5047.860652289363,2971.207184412751,2076.653466376977,5029.81461151243,2943.088091409066,2086.7265245030153
6145.109755685382,4041.241475027359,2103.8682766581765,5024.348558030687,2961.485092425522,2062.8634679046054,5029.81461151243,2943.088091409066,2086.7265245030153
6145.113323548376,4040.2101402806134,2104.9031851676896,5096.386827523546,3006.7272593305306,2089.659564893818,5029.81461151243,2943.088091409066,2086.7265245030153
6136.159996956117,4030.081336276687,2106.078660704429,5091.533968938754,3003.8187504798834,2087.7152188587734,5029.81461151243,2943.088091409066,2086.7265245030153
6159.46835781506,4045.797211387083,2113.6711462029857,5148.8589822955055,3031.147574509879,2117.7114084854566,5029.81461151243,2943.088091409066,2086.7265245030153
6197.428684838502,4052.6591125900763,2144.769569873517,,3577.4852583851607,,5029.81461151243,2943.088091409066,2086.7265245030153
6311.431714522162,4125.267773667491,2186.1639405296837,5080.661222790617,2978.892803070293,2101.7684145215885,5029.81461151243,2943.088091409066,2086.7265245030153
6120.533149027077,4006.2568687362404,2114.2762805658263,5032.438177835151,2955.640444643863,2076.7977352907774,5029.81461151243,2943.088091409066,2086.7265245030153
6124.75772760326,4009.303715337331,2115.454013265891,5031.689248774698,2943.435109781301,2088.2541407929593,5029.81461151243,2943.088091409066,2086.7265245030153
6122.287247869682,4007.400998201669,2114.8862506679743,5071.9152542101765,2982.8221002652153,2089.093153245131,5029.81461151243,2943.088091409066,2086.7265245030153
6129.721703886571,4007.701733753424,2122.0199686082055,5037.520827334793,2944.430274357276,2093.0905509780023,5029.81461151243,2943.088091409066,2086.7265245030153
6099.863486242129,3985.1830270717605,2114.680462845227,5107.175159001331,3015.7385813770093,2091.436581923276,5029.81461151243,2943.088091409066,2086.7265245030153
6226.771087290248,4067.923123352063,2158.8479631132163,5118.39819995777,2995.2602269128147,2123.1379670464144,5029.81461151243,2943.088091409066,2086.7265245030153
6108.364814591119,3990.3176423525338,2118.047171713606,5051.78764284526,2971.8892335384035,2079.8984084070753,5029.81461151243,2943.088091409066,2086.7265245030153
6116.245709764745,3994.892677571181,2121.3530351684494,5036.43879288557,2947.90152894816,2088.537265037143,5029.81461151243,2943.088091409066,2086.7265245030153
6101.170715744515,3982.2060401880567,2118.9646762564316,5099.809217198377,2979.511713351313,2120.2975015476236,5029.81461151243,2943.088091409066,2086.7265245030153
6180.70919816679,4029.2944839918146,2151.414714399967,4994.446377041104,2917.2549326003914,2077.191443540931,5029.81461151243,2943.088091409066,2086.7265245030153
6217.309462416643,4044.687699892324,2172.621762574317,5032.9437960687965,2942.9709672607623,2089.972829707815,5029.81461151243,2943.088091409066,2086.7265245030153
6231.01747552894,4065.951346068311,2165.0661281606785,5059.456701330237,2954.4240332751074,2105.032660756904,5029.81461151243,2943.088091409066,2086.7265245030153
6132.788798610133,4000.6860360062174,2132.1027637788707,5102.977913371468,2995.248209235514,2107.729704535857,5029.81461151243,2943.088091409066,2086.7265245030153
6095.883362878865,3974.8481884295643,2121.0351715744114,5029.488283649416,2922.923967291155,2106.564315558456,5029.81461151243,2943.088091409066,2086.7265245030153
6182.532293359935,4046.5288537420165,2136.0034377929887,5028.343247722154,2930.83200645603,2097.51125086379,5029.81461151243,2943.088091409066,2086.7265245030153
6142.044438293569,4000.7275489621197,2141.3168862065695,5032.188886462813,2944.970711323006,2087.2181761395627,5029.81461151243,2943.088091409066,2086.7265245030153
