train_loss,train_mse_loss,train_kld_loss,val_loss,val_mse_loss,val_kld_loss,test_loss,test_mse_loss,test_kld_loss
2826.388899241269,2826.388899241269,89357.83426279995,1276.567985365959,1276.567985365959,97988.39318437756,505.92371849370033,505.92371849370033,118150.45982654816
1085.956274791548,1085.956274791548,103631.27760853984,1056.6167631532012,1056.6167631532012,100528.05827702703,505.92371849370033,505.92371849370033,118150.45982654816
890.2597136644953,890.2597136644953,107555.43857355877,838.1746441765363,838.1746441765363,106434.03070613227,505.92371849370033,505.92371849370033,118150.45982654816
791.2457278515506,791.2457278515506,108717.69301658816,730.2564281366772,730.2564281366772,108790.68567004504,505.92371849370033,505.92371849370033,118150.45982654816
735.1427413187333,735.1427413187333,108491.35549034917,752.5186774076544,752.5186774076544,106198.57521370803,505.92371849370033,505.92371849370033,118150.45982654816
697.5128269074468,697.5128269074468,108722.61727229675,697.634983671971,697.634983671971,110009.65648674243,505.92371849370033,505.92371849370033,118150.45982654816
668.0467434675509,668.0467434675509,109054.6042759958,638.9846345868684,638.9846345868684,107542.81711327806,505.92371849370033,505.92371849370033,118150.45982654816
644.4321648986179,644.4321648986179,109346.1108725425,640.6556577440366,640.6556577440366,109431.46219799345,505.92371849370033,505.92371849370033,118150.45982654816
626.6584226103217,626.6584226103217,109927.43936232849,646.8639077476357,646.8639077476357,108338.54863457207,505.92371849370033,505.92371849370033,118150.45982654816
611.5072768393194,611.5072768393194,110528.27104079204,605.4035336606138,605.4035336606138,110741.24948172604,505.92371849370033,505.92371849370033,118150.45982654816
597.8422971870381,597.8422971870381,111027.57603868011,589.9568573922822,589.9568573922822,112019.94034090909,505.92371849370033,505.92371849370033,118150.45982654816
587.0310747067313,587.0310747067313,111652.86973940201,597.8975715356025,597.8975715356025,112081.46986332924,505.92371849370033,505.92371849370033,118150.45982654816
577.5861014562041,577.5861014562041,112506.9649949442,617.324831151064,617.324831151064,113503.98267301392,505.92371849370033,505.92371849370033,118150.45982654816
569.6198219925855,569.6198219925855,113122.72687448801,556.254295530327,556.254295530327,114386.98369676495,505.92371849370033,505.92371849370033,118150.45982654816
564.2582638514181,564.2582638514181,113586.45128347071,556.9588846992411,556.9588846992411,114689.26398059992,505.92371849370033,505.92371849370033,118150.45982654816
557.9134178435048,557.9134178435048,114299.9692763798,559.8924959199923,559.8924959199923,114585.01881142506,505.92371849370033,505.92371849370033,118150.45982654816
553.4807872502696,553.4807872502696,115061.16655360434,567.9066210597583,567.9066210597583,114593.05427160114,505.92371849370033,505.92371849370033,118150.45982654816
549.6364031183703,549.6364031183703,115853.70846719485,541.9216486300531,541.9216486300531,116601.13499436936,505.92371849370033,505.92371849370033,118150.45982654816
545.811173332194,545.811173332194,116446.2658697906,537.5977169602353,537.5977169602353,116649.37611972768,505.92371849370033,505.92371849370033,118150.45982654816
542.3930485069374,542.3930485069374,117329.82632346918,550.0572155351819,550.0572155351819,116554.80697174447,505.92371849370033,505.92371849370033,118150.45982654816
539.4913100711933,539.4913100711933,117815.9667500768,538.006850883865,538.006850883865,117397.98633932228,505.92371849370033,505.92371849370033,118150.45982654816
536.8886267829815,536.8886267829815,118579.87867505888,541.0740058767708,541.0740058767708,119276.95789823915,505.92371849370033,505.92371849370033,118150.45982654816
533.8918900326728,533.8918900326728,118878.43315776675,527.0699561366675,527.0699561366675,119133.05589680589,505.92371849370033,505.92371849370033,118150.45982654816
531.9671880537287,531.9671880537287,119049.48534776265,542.0355211112658,542.0355211112658,119240.42254043817,505.92371849370033,505.92371849370033,118150.45982654816
529.8437018206001,529.8437018206001,119282.3435260086,530.8440793449033,530.8440793449033,119374.30558968059,505.92371849370033,505.92371849370033,118150.45982654816
528.4003577512624,528.4003577512624,119426.6270911197,571.3878465507189,571.3878465507189,119597.75449810606,505.92371849370033,505.92371849370033,118150.45982654816
526.4717441162759,526.4717441162759,119368.44767560926,532.025075501638,532.025075501638,120048.90976914414,505.92371849370033,505.92371849370033,118150.45982654816
525.2385846071011,525.2385846071011,119450.87162092976,528.5243707980219,528.5243707980219,119242.019387285,505.92371849370033,505.92371849370033,118150.45982654816
523.666352137078,523.666352137078,119595.5024975041,523.6522304775478,523.6522304775478,120092.39866784398,505.92371849370033,505.92371849370033,118150.45982654816
522.960451381167,522.960451381167,119560.53175078076,530.1907721042243,530.1907721042243,119681.81322302416,505.92371849370033,505.92371849370033,118150.45982654816
522.1856499397923,522.1856499397923,119573.67556605826,515.5265392956433,515.5265392956433,119817.06632626946,505.92371849370033,505.92371849370033,118150.45982654816
519.6659396841661,519.6659396841661,119557.85135610793,514.6727638088416,514.6727638088416,119930.96180768836,505.92371849370033,505.92371849370033,118150.45982654816
519.635367033156,519.635367033156,119734.12061136852,518.6764097221555,518.6764097221555,120405.3764140561,505.92371849370033,505.92371849370033,118150.45982654816
517.6353986006937,517.6353986006937,119939.6374347225,542.0868732724201,542.0868732724201,119750.0780802109,505.92371849370033,505.92371849370033,118150.45982654816
516.5832786833486,516.5832786833486,119896.90674278108,525.9790973085346,525.9790973085346,120137.34492091523,505.92371849370033,505.92371849370033,118150.45982654816
515.3098287838247,515.3098287838247,119941.4844661965,520.6649899744382,520.6649899744382,118750.5978450041,505.92371849370033,505.92371849370033,118150.45982654816
514.8554614690296,514.8554614690296,120069.523723889,508.8240515156714,508.8240515156714,120633.18204212736,505.92371849370033,505.92371849370033,118150.45982654816
514.1092779412271,514.1092779412271,120115.67966990068,517.5277327553939,517.5277327553939,120465.47369599713,505.92371849370033,505.92371849370033,118150.45982654816
513.500439689366,513.500439689366,119889.96992915471,544.4968698862436,544.4968698862436,119003.2182701167,505.92371849370033,505.92371849370033,118150.45982654816
512.335057346298,512.335057346298,119903.09429877893,532.7358116756005,532.7358116756005,120377.2834062756,505.92371849370033,505.92371849370033,118150.45982654816
511.7400702313031,511.7400702313031,119771.31172722968,515.5929116538857,515.5929116538857,118907.2046990172,505.92371849370033,505.92371849370033,118150.45982654816
511.1388747609592,511.1388747609592,119582.11787707351,507.0293871280505,507.0293871280505,120249.62412981164,505.92371849370033,505.92371849370033,118150.45982654816
510.19204663790913,510.19204663790913,119438.95611528517,524.4652741453278,524.4652741453278,119362.2506846335,505.92371849370033,505.92371849370033,118150.45982654816
510.2602236011637,510.2602236011637,119271.88194373336,527.3150586277417,527.3150586277417,117773.96835329648,505.92371849370033,505.92371849370033,118150.45982654816
509.32780849340384,509.32780849340384,119084.78655699622,507.2606252409414,507.2606252409414,119079.39720260033,505.92371849370033,505.92371849370033,118150.45982654816
508.1212992108603,508.1212992108603,119053.72883281282,509.17547457458346,509.17547457458346,119436.84534321252,505.92371849370033,505.92371849370033,118150.45982654816
508.9056087433743,508.9056087433743,118824.6702030642,542.2980036255183,542.2980036255183,119545.7658297502,505.92371849370033,505.92371849370033,118150.45982654816
507.75199989195414,507.75199989195414,118818.528619701,522.3524989722499,522.3524989722499,119134.01535626536,505.92371849370033,505.92371849370033,118150.45982654816
506.85450279334276,506.85450279334276,118480.94572688409,513.3815781002061,513.3815781002061,117202.51596411753,505.92371849370033,505.92371849370033,118150.45982654816
506.81515260439,506.81515260439,118175.76414185695,505.9083848558031,505.9083848558031,117998.2317964271,505.92371849370033,505.92371849370033,118150.45982654816
