train_loss,train_mse_loss,train_kld_loss,val_loss,val_mse_loss,val_kld_loss,test_loss,test_mse_loss,test_kld_loss
140.3479488062236,116.59280208698982,23.75514630772951,110.43857725363692,85.86037918390747,24.578197301166355,96.39461862419677,71.65643588490894,24.738181884075452
106.9069573491766,81.94322435229604,24.963732182375296,104.76113430463711,80.78178595090674,23.97934759922637,96.39461862419677,71.65643588490894,24.738181884075452
103.5283420029507,78.8503903952978,24.67795083182199,102.87705181974744,78.18974396989152,24.687307036772406,96.39461862419677,71.65643588490894,24.738181884075452
101.70102209510159,77.20192442863218,24.49909678399105,101.64262091146934,77.21176258996312,24.43085767947485,96.39461862419677,71.65643588490894,24.738181884075452
100.57025022257675,76.12659683813514,24.443652484969977,100.30483212107815,75.85646328937803,24.448367861623552,96.39461862419677,71.65643588490894,24.738181884075452
99.77819316998787,75.33024188860587,24.44795043347618,100.0693433232038,75.47948081838997,24.589861722191664,96.39461862419677,71.65643588490894,24.738181884075452
99.20312059112408,74.74947501796365,24.453644820182554,100.04547416255866,75.82851193402264,24.21696138499117,96.39461862419677,71.65643588490894,24.738181884075452
98.7444812850835,74.25325203000492,24.491228450534898,99.43914660891971,74.93602710508304,24.503118784480364,96.39461862419677,71.65643588490894,24.738181884075452
98.41595429920015,73.89051801268405,24.525435483730334,98.96323579417985,74.6617874407944,24.301447472349725,96.39461862419677,71.65643588490894,24.738181884075452
98.0698712983256,73.54128836589291,24.528582107965846,98.57726218483664,74.38430712088321,24.19295425086994,96.39461862419677,71.65643588490894,24.738181884075452
97.82669533115744,73.27063368696221,24.556060857816775,98.6000384675197,73.94981805112496,24.65021966423391,96.39461862419677,71.65643588490894,24.738181884075452
97.59545488958169,73.01016112648396,24.585292877689486,98.09791328748848,73.78012207743576,24.317790319644264,96.39461862419677,71.65643588490894,24.738181884075452
97.37460059943837,72.78094680950205,24.593652928553052,98.35036398210455,73.38733146348808,24.963031712562504,96.39461862419677,71.65643588490894,24.738181884075452
97.18720269737888,72.57656275079731,24.610639112153176,97.95344460039819,73.42507265358064,24.528371321188438,96.39461862419677,71.65643588490894,24.738181884075452
97.02435165381834,72.3857527924756,24.63859801812472,97.74952048224372,73.34333634435106,24.40618339276138,96.39461862419677,71.65643588490894,24.738181884075452
96.887721238378,72.23295498685353,24.654765480381368,98.0367943766076,73.4325056052618,24.604287894996435,96.39461862419677,71.65643588490894,24.738181884075452
96.71625526533698,72.05858356341056,24.657670888007146,97.63086482992337,73.13147750592056,24.499386618705582,96.39461862419677,71.65643588490894,24.738181884075452
96.62120151549074,71.93511581538094,24.686084859235677,97.96184990622781,73.69793998287116,24.263909025918647,96.39461862419677,71.65643588490894,24.738181884075452
96.49913882769748,71.79843588270899,24.700702109974102,97.82564365658772,73.28427459566834,24.54136815176549,96.39461862419677,71.65643588490894,24.738181884075452
96.39567013226346,71.67770472349292,24.717964666926182,97.62423230857756,73.12056799661322,24.503663557460325,96.39461862419677,71.65643588490894,24.738181884075452
96.28113535047493,71.56870657690843,24.71242801707278,97.31499271252231,72.3189846151291,24.996007288996065,96.39461862419677,71.65643588490894,24.738181884075452
96.1986569007604,71.46334625572287,24.735309825844478,97.3540441245939,72.40533802491734,24.94870525144535,96.39461862419677,71.65643588490894,24.738181884075452
96.10976804390481,71.36397169379778,24.745795530328003,97.25749217790234,72.63467356613872,24.62281763934386,96.39461862419677,71.65643588490894,24.738181884075452
96.04075378324212,71.28275621241322,24.757996704757854,97.12265832886942,72.4385631570652,24.684094604754623,96.39461862419677,71.65643588490894,24.738181884075452
95.95637486424131,71.18822389945457,24.768150145007716,97.19549441513324,72.49925506554305,24.69623856462483,96.39461862419677,71.65643588490894,24.738181884075452
95.87989363428635,71.11002588814122,24.7698669029271,97.32821265368263,72.07553780576814,25.252674177764966,96.39461862419677,71.65643588490894,24.738181884075452
95.80316779023858,71.01947097661126,24.783696041898246,96.98746003097047,72.40660188004777,24.580857328466468,96.39461862419677,71.65643588490894,24.738181884075452
95.74820331626223,70.95224653791905,24.795955936883086,96.907397652141,72.15982682699068,24.747570021439536,96.39461862419677,71.65643588490894,24.738181884075452
95.69115462999007,70.89594171995758,24.79521208263579,96.91190480600117,71.82029534792139,25.091608626250846,96.39461862419677,71.65643588490894,24.738181884075452
95.62303065286804,70.8146965179209,24.808333298760807,96.80175760630014,71.81014314506213,24.99161381452031,96.39461862419677,71.65643588490894,24.738181884075452
95.58236872472338,70.75384698331631,24.828520969677996,97.15895932546705,72.30532487311586,24.853633765799408,96.39461862419677,71.65643588490894,24.738181884075452
95.5538551904822,70.71075576219691,24.84309859561481,96.91206320497855,72.42056290816323,24.491499619636254,96.39461862419677,71.65643588490894,24.738181884075452
95.48036271196356,70.63101008894257,24.849351814375495,96.80058046758029,72.04328025236762,24.75729950757226,96.39461862419677,71.65643588490894,24.738181884075452
95.41399117277881,70.5664418620448,24.84754850091656,96.772311414489,71.63249170457995,25.1398188546483,96.39461862419677,71.65643588490894,24.738181884075452
95.3757811632757,70.51849635251656,24.857283982776462,96.78844884923987,72.04598835469464,24.742459606479954,96.39461862419677,71.65643588490894,24.738181884075452
95.32708396384244,70.456495875111,24.87058728184385,96.76690117088523,72.24899551147911,24.517904977540713,96.39461862419677,71.65643588490894,24.738181884075452
95.2771968460669,70.40965910060432,24.86753688056348,96.79092897419848,71.8853985695054,24.905529436959682,96.39461862419677,71.65643588490894,24.738181884075452
95.236573718843,70.36028912100375,24.876283868300384,96.79544277331753,71.82910464612506,24.966337396120263,96.39461862419677,71.65643588490894,24.738181884075452
95.20787919333087,70.32310486543014,24.884773530974734,96.8445350871918,72.1314778433385,24.71305647294703,96.39461862419677,71.65643588490894,24.738181884075452
95.16254170501287,70.27344622516779,24.889094675301408,96.99349588492579,72.09521956760116,24.898275476122958,96.39461862419677,71.65643588490894,24.738181884075452
95.11955871347641,70.21499095746815,24.904566989552958,96.64017364726898,71.88707073783407,24.753102258030847,96.39461862419677,71.65643588490894,24.738181884075452
95.07577611920289,70.17777726954212,24.89799800351285,96.69822677874741,71.9284248914414,24.76980105313388,96.39461862419677,71.65643588490894,24.738181884075452
95.0562475646879,70.14751718524047,24.908729575489705,96.7609224436617,71.67857111525477,25.08235061373699,96.39461862419677,71.65643588490894,24.738181884075452
95.0065408170498,70.0943365820725,24.912203475553685,96.65669052723878,71.94290131608743,24.713788323086074,96.39461862419677,71.65643588490894,24.738181884075452
94.992041320332,70.07513363628709,24.916906840826876,96.63184797207319,71.59625456901382,25.035592660271274,96.39461862419677,71.65643588490894,24.738181884075452
94.96518985027542,70.04083428683185,24.92435467686338,97.18714116539357,72.22570849988033,24.961431807909317,96.39461862419677,71.65643588490894,24.738181884075452
94.91202559229416,69.98238193845968,24.929642878589544,96.6125310012105,71.63976034778342,24.9727698380004,96.39461862419677,71.65643588490894,24.738181884075452
94.89500534127934,69.96044469736688,24.934559838196833,96.92026998721411,72.06897940389648,24.851289833499994,96.39461862419677,71.65643588490894,24.738181884075452
94.84685416976062,69.90795398366433,24.938899482340307,96.60897793406643,71.4971210189182,25.111856024739783,96.39461862419677,71.65643588490894,24.738181884075452
94.84008423179708,69.90374760547175,24.936335823539583,96.65164172385776,71.90834567002055,24.743295200919636,96.39461862419677,71.65643588490894,24.738181884075452
